¹,EC,Protein,R_1,R_2,R_3,R_4,R_5,R_6,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8
8558,1.5.1.41,riboflavin reductase [NAD(P)H],FMNH2,NADP+,NA,NA,NA,NA,FMN,NADPH,H+,NA,NA,NA,NA,NA
8559,1.5.1.42,FMN reductase (NADH),FMNH2,NADP+,NA,NA,NA,NA,FMN,NADPH,H+,NA,NA,NA,NA,NA
8560,1.5.1.45,FAD reductase [NAD(P)H],FMNH2,NADP+,NA,NA,NA,NA,FMN,NADPH,H+,NA,NA,NA,NA,NA
8561,1.18.1.4,rubredoxin-NAD(P)+ reductase,FMNH2,NAD+,NA,NA,NA,NA,FMN,NADH,H+,NA,NA,NA,NA,NA
8562,1.5.1.30,flavin reductase (NADPH),FMNH2,NAD+,NA,NA,NA,NA,FMN,NADH,H+,NA,NA,NA,NA,NA
8563,1.5.1.36,flavin reductase (NADH),FMNH2,NAD+,NA,NA,NA,NA,FMN,NADH,H+,NA,NA,NA,NA,NA
8564,1.5.1.37,FAD reductase (NADH),FMNH2,NAD+,NA,NA,NA,NA,FMN,NADH,H+,NA,NA,NA,NA,NA
8565,1.5.1.38,FMN reductase (NADPH),FMNH2,NAD+,NA,NA,NA,NA,FMN,NADH,H+,NA,NA,NA,NA,NA
8566,1.5.1.39,FMN reductase [NAD(P)H],FMNH2,NAD+,NA,NA,NA,NA,FMN,NADH,H+,NA,NA,NA,NA,NA
8567,1.5.1.41,riboflavin reductase [NAD(P)H],FMNH2,NAD+,NA,NA,NA,NA,FMN,NADH,H+,NA,NA,NA,NA,NA
8568,1.14.13.7,phenol 2-monooxygenase (NADPH),FMNH2,NAD+,NA,NA,NA,NA,FMN,NADH,H+,NA,NA,NA,NA,NA
8569,1.5.1.33,pteridine reductase,"5,6,7,8-tetrahydrofolate",NADP+,NA,NA,NA,NA,"7,8-dihydrofolate",NADPH,H+,NA,NA,NA,NA,NA
8570,1.5.1.34,"6,7-dihydropteridine reductase","5,6,7,8-tetrahydrofolate",NADP+,NA,NA,NA,NA,"7,8-dihydrofolate",NADPH,H+,NA,NA,NA,NA,NA
8571,1.5.1.50,dihydromonapterin reductase,"5,6,7,8-tetrahydrofolate",NADP+,NA,NA,NA,NA,"7,8-dihydrofolate",NADPH,H+,NA,NA,NA,NA,NA
8572,1.5.1.38,FMN reductase (NADPH),reduced riboflavin,NADP+,NA,NA,NA,NA,riboflavin,NADPH,H+,NA,NA,NA,NA,NA
8573,1.5.1.41,riboflavin reductase [NAD(P)H],reduced riboflavin,NADP+,NA,NA,NA,NA,riboflavin,NADPH,H+,NA,NA,NA,NA,NA
8574,1.5.1.15,methylenetetrahydrofolate dehydrogenase (NAD+),"5,10-methylenetetrahydrofolate",NADP+,NA,NA,NA,NA,"5,10-methenyltetrahydrofolate",NADPH,H+,NA,NA,NA,NA,NA
8575,7.1.1.1,proton-translocating NAD(P)+ transhydrogenase,NADPH,NAD+,NA,NA,NA,NA,NADP+,NADH,NA,NA,NA,NA,NA,NA
8576,7.2.1.1,NADH:ubiquinone reductase (Na+-transporting),NADH,ubiquinone,H+,NA,NA,NA,NAD+,ubiquinol,H+,NA,NA,NA,NA,NA
8577,1.6.5.10,NADPH dehydrogenase (quinone),NADH,ubiquinone,H+,NA,NA,NA,NAD+,ubiquinol,H+,NA,NA,NA,NA,NA
8578,1.6.5.11,NADH dehydrogenase (quinone),NADH,ubiquinone,H+,NA,NA,NA,NAD+,ubiquinol,H+,NA,NA,NA,NA,NA
8579,1.6.5.2,NAD(P)H dehydrogenase (quinone),NADH,ubiquinone,H+,NA,NA,NA,NAD+,ubiquinol,H+,NA,NA,NA,NA,NA
8580,1.6.5.9,NADH:quinone reductase (non-electrogenic),NADH,ubiquinone,H+,NA,NA,NA,NAD+,ubiquinol,H+,NA,NA,NA,NA,NA
8581,1.6.99.3,NADH dehydrogenase,NADH,ubiquinone,H+,NA,NA,NA,NAD+,ubiquinol,H+,NA,NA,NA,NA,NA
8582,1.8.1.4,dihydrolipoyl dehydrogenase,NADH,ubiquinone,H+,NA,NA,NA,NAD+,ubiquinol,H+,NA,NA,NA,NA,NA
8583,1.18.1.2,ferredoxin-NADP+ reductase,NADPH,H+,acceptor,NA,NA,NA,NADP+,reduced acceptor,NA,NA,NA,NA,NA,NA
8584,1.6.5.10,NADPH dehydrogenase (quinone),NADPH,H+,acceptor,NA,NA,NA,NADP+,reduced acceptor,NA,NA,NA,NA,NA,NA
8585,1.7.1.4,nitrite reductase [NAD(P)H],NH3,NADP+,H2O,NA,NA,NA,nitrite,NADPH,H+,NA,NA,NA,NA,NA
8586,1.7.7.1,ferredoxin-nitrite reductase,NH3,NADP+,H2O,NA,NA,NA,nitrite,NADPH,H+,NA,NA,NA,NA,NA
8587,1.8.1.2,assimilatory sulfite reductase (NADPH),NH3,NADP+,H2O,NA,NA,NA,nitrite,NADPH,H+,NA,NA,NA,NA,NA
8588,1.7.1.10,hydroxylamine reductase (NADH),NH3,NAD+,H2O,NA,NA,NA,nitrite,NADH,H+,NA,NA,NA,NA,NA
8589,1.7.1.4,nitrite reductase [NAD(P)H],NH3,NAD+,H2O,NA,NA,NA,nitrite,NADH,H+,NA,NA,NA,NA,NA
8590,1.7.1.9,nitroquinoline-N-oxide reductase,4-(hydroxyamino)quinoline N-oxide,NADP+,H2O,NA,NA,NA,4-nitroquinoline N-oxide,NADPH,H+,NA,NA,NA,NA,NA
8591,1.7.1.9,nitroquinoline-N-oxide reductase,4-(hydroxyamino)quinoline N-oxide,NAD+,H2O,NA,NA,NA,4-nitroquinoline N-oxide,NADH,H+,NA,NA,NA,NA,NA
8592,2.7.1.68,1-phosphatidylinositol-4-phosphate 5-kinase,ATP,1-phosphatidyl-1D-myo-inositol 5-phosphate,NA,NA,NA,NA,ADP,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",NA,NA,NA,NA,NA,NA
8593,2.4.1.237,flavonol 7-O-beta-glucosyltransferase,UDP-glucose,hydroquinone,NA,NA,NA,NA,UDP,hydroquinone-O-beta-D-glucopyranoside,NA,NA,NA,NA,NA,NA
8594,2.4.1.35,phenol beta-glucosyltransferase,UDP-glucose,hydroquinone,NA,NA,NA,NA,UDP,hydroquinone-O-beta-D-glucopyranoside,NA,NA,NA,NA,NA,NA
8595,2.4.1.85,cyanohydrin beta-glucosyltransferase,UDP-glucose,hydroquinone,NA,NA,NA,NA,UDP,hydroquinone-O-beta-D-glucopyranoside,NA,NA,NA,NA,NA,NA
8596,2.7.1.137,phosphatidylinositol 3-kinase,ATP,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",NA,NA,NA,NA,ADP,"1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate",NA,NA,NA,NA,NA,NA
8597,2.7.1.151,inositol-polyphosphate multikinase,ATP,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",NA,NA,NA,NA,ADP,"1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate",NA,NA,NA,NA,NA,NA
8598,1.8.1.10,CoA-glutathione reductase,CoA,NADP+,NA,NA,NA,NA,CoA-disulfide,NADPH,H+,NA,NA,NA,NA,NA
8599,1.8.4.2,protein-disulfide reductase (glutathione),CoA,NADP+,NA,NA,NA,NA,CoA-disulfide,NADPH,H+,NA,NA,NA,NA,NA
8600,1.6.2.6,leghemoglobin reductase,NADH,ferricytochrome b5,NA,NA,NA,NA,NAD+,H+,ferrocytochrome b5,NA,NA,NA,NA,NA
8601,1.6.5.4,monodehydroascorbate reductase (NADH),NADH,ferricytochrome b5,NA,NA,NA,NA,NAD+,H+,ferrocytochrome b5,NA,NA,NA,NA,NA
8602,1.8.1.4,dihydrolipoyl dehydrogenase,NADH,ferricytochrome b5,NA,NA,NA,NA,NAD+,H+,ferrocytochrome b5,NA,NA,NA,NA,NA
8603,1.7.2.6,hydroxylamine dehydrogenase,hydroxylamine,O2,NA,NA,NA,NA,nitrite,H2O,H+,NA,NA,NA,NA,NA
8604,1.7.7.1,ferredoxin-nitrite reductase,NH3,H2O,oxidized ferredoxin,NA,NA,NA,nitrite,reduced ferredoxin,H+,NA,NA,NA,NA,NA
8605,1.8.7.1,assimilatory sulfite reductase (ferredoxin),NH3,H2O,oxidized ferredoxin,NA,NA,NA,nitrite,reduced ferredoxin,H+,NA,NA,NA,NA,NA
8606,1.7.1.12,N-hydroxy-2-acetamidofluorene reductase,2-acetamidofluorene,NADP+,H2O,NA,NA,NA,N-hydroxy-2-acetamidofluorene,NADPH,H+,NA,NA,NA,NA,NA
8607,1.7.1.12,N-hydroxy-2-acetamidofluorene reductase,2-acetamidofluorene,NAD+,H2O,NA,NA,NA,N-hydroxy-2-acetamidofluorene,NADH,H+,NA,NA,NA,NA,NA
8608,1.7.1.4,nitrite reductase [NAD(P)H],NH3,NAD+,H2O,NA,NA,NA,hydroxylamine,NADH,H+,NA,NA,NA,NA,NA
8609,1.7.99.1,hydroxylamine reductase,NH3,NAD+,H2O,NA,NA,NA,hydroxylamine,NADH,H+,NA,NA,NA,NA,NA
8610,1.18.1.2,ferredoxin-NADP+ reductase,NADPH,ferrileghemoglobin,NA,NA,NA,NA,NADP+,ferroleghemoglobin,H+,NA,NA,NA,NA,NA
8611,1.19.1.1,flavodoxin-NADP+ reductase,NADPH,ferrileghemoglobin,NA,NA,NA,NA,NADP+,ferroleghemoglobin,H+,NA,NA,NA,NA,NA
8612,1.6.2.2,cytochrome-b5 reductase,NADPH,ferrileghemoglobin,NA,NA,NA,NA,NADP+,ferroleghemoglobin,H+,NA,NA,NA,NA,NA
8613,1.6.2.4,NADPH-hemoprotein reductase,NADPH,ferrileghemoglobin,NA,NA,NA,NA,NADP+,ferroleghemoglobin,H+,NA,NA,NA,NA,NA
8614,1.6.2.5,NADPH-cytochrome-c2 reductase,NADPH,ferrileghemoglobin,NA,NA,NA,NA,NADP+,ferroleghemoglobin,H+,NA,NA,NA,NA,NA
8615,1.6.2.6,leghemoglobin reductase,NADPH,ferrileghemoglobin,NA,NA,NA,NA,NADP+,ferroleghemoglobin,H+,NA,NA,NA,NA,NA
8616,1.12.99.6,hydrogenase (acceptor),H2,"5,10-methenyltetrahydromethanopterin",NA,NA,NA,NA,H+,"5,10-methylenetetrahydromethanopterin",NA,NA,NA,NA,NA,NA
8617,1.8.1.9,thioredoxin-disulfide reductase,glutathione,NADP+,NA,NA,NA,NA,glutathione disulfide,NADPH,H+,NA,NA,NA,NA,NA
8618,1.8.1.B1,thioredoxin glutathione reductase,glutathione,NADP+,NA,NA,NA,NA,glutathione disulfide,NADPH,H+,NA,NA,NA,NA,NA
8619,1.8.4.2,protein-disulfide reductase (glutathione),glutathione,NADP+,NA,NA,NA,NA,glutathione disulfide,NADPH,H+,NA,NA,NA,NA,NA
8620,1.13.11.3,"protocatechuate 3,4-dioxygenase",catechol,O2,NA,NA,NA,NA,"cis,cis-muconate",NA,NA,NA,NA,NA,NA,NA
8621,1.13.11.37,"hydroxyquinol 1,2-dioxygenase",catechol,O2,NA,NA,NA,NA,"cis,cis-muconate",NA,NA,NA,NA,NA,NA,NA
8622,1.8.1.14,CoA-disulfide reductase,CoA,glutathione,NADP+,NA,NA,NA,CoA-glutathione,NADPH,H+,NA,NA,NA,NA,NA
8623,1.8.4.2,protein-disulfide reductase (glutathione),CoA,glutathione,NADP+,NA,NA,NA,CoA-glutathione,NADPH,H+,NA,NA,NA,NA,NA
8624,3.1.3.9,glucose-6-phosphatase,ADP,D-Glucose,NA,NA,NA,NA, AMP,D-Glucose 6-phosphate,NA,NA,NA,NA,NA,NA
8625,2.7.1.147,ADP-specific glucose/glucosamine kinase,ADP,D-Glucose,NA,NA,NA,NA, AMP,D-Glucose 6-phosphate,NA,NA,NA,NA,NA,NA
8626,1.11.1.11,L-ascorbate peroxidase,NADH,H+,H2O2,NA,NA,NA,NAD+,H2O,NA,NA,NA,NA,NA,NA
8627,1.11.1.16,versatile peroxidase,NADH,H+,H2O2,NA,NA,NA,NAD+,H2O,NA,NA,NA,NA,NA,NA
8628,1.11.1.2,NADPH peroxidase,NADH,H+,H2O2,NA,NA,NA,NAD+,H2O,NA,NA,NA,NA,NA,NA
8629,1.11.1.26,NADH-dependent peroxiredoxin,NADH,H+,H2O2,NA,NA,NA,NAD+,H2O,NA,NA,NA,NA,NA,NA
8630,1.11.1.5,cytochrome-c peroxidase,NADH,H+,H2O2,NA,NA,NA,NAD+,H2O,NA,NA,NA,NA,NA,NA
8631,1.11.1.6,catalase,NADH,H+,H2O2,NA,NA,NA,NAD+,H2O,NA,NA,NA,NA,NA,NA
8632,1.11.1.7,peroxidase,NADH,H+,H2O2,NA,NA,NA,NAD+,H2O,NA,NA,NA,NA,NA,NA
8633,1.14.12.17,nitric oxide dioxygenase,NADH,H+,H2O2,NA,NA,NA,NAD+,H2O,NA,NA,NA,NA,NA,NA
8634,4.1.1.1,pyruvate decarboxylase,pyruvate,NA,NA,NA,NA,NA,2-acetolactate,CO2,NA,NA,NA,NA,NA,NA
8635,2.2.1.9,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,2-oxoglutarate,glyoxylate,NA,NA,NA,NA,2-hydroxy-3-oxoadipate,CO2,NA,NA,NA,NA,NA,NA
8636,1.14.13.19,taxifolin 8-monooxygenase,taxifolin,NADPH,H+,O2,NA,NA,"2,3-dihydrogossypetin",NADP+,H2O,NA,NA,NA,NA,NA
8637,1.14.13.19,taxifolin 8-monooxygenase,taxifolin,NADH,H+,O2,NA,NA,"2,3-dihydrogossypetin",NAD+,H2O,NA,NA,NA,NA,NA
8638,1.1.1.112,indanol dehydrogenase,"(+/-)-trans-acenaphthene-1,2-diol",NADP+,NA,NA,NA,NA,acenaphthenequinone,NADPH,H+,NA,NA,NA,NA,NA
8639,1.5.1.8,"saccharopine dehydrogenase (NADP+, L-lysine-forming)","N6-(L-1,3-dicarboxypropyl)-L-lysine",NAD+,H2O,NA,NA,NA,L-lysine,2-oxoglutarate,NADH,H+,NA,NA,NA,NA
8640,1.3.7.3,phycoerythrobilin:ferredoxin oxidoreductase,(3Z)-phycoerythrobilin,oxidized ferredoxin,NA,NA,NA,NA,"15,16-dihydrobiliverdin",reduced ferredoxin,H+,NA,NA,NA,NA,NA
8641,1.7.7.2,ferredoxin-nitrate reductase,reduced acceptor,chlorate,NA,NA,NA,NA,acceptor,H2O,chlorite,NA,NA,NA,NA,NA
8642,1.8.7.1,assimilatory sulfite reductase (ferredoxin),hydrogen sulfide,oxidized ferredoxin,H2O,NA,NA,NA,sulfite,reduced ferredoxin,H+,NA,NA,NA,NA,NA
8643,1.3.7.4,phytochromobilin:ferredoxin oxidoreductase,(3Z)-phytochromobilin,oxidized ferredoxin,NA,NA,NA,NA,biliverdin IXalpha,reduced ferredoxin,H+,NA,NA,NA,NA,NA
8644,1.3.7.2,"15,16-dihydrobiliverdin:ferredoxin oxidoreductase","15,16-dihydrobiliverdin",oxidized ferredoxin,NA,NA,NA,NA,biliverdin IXalpha,reduced ferredoxin,H+,NA,NA,NA,NA,NA
8645,1.3.7.6,phycoerythrobilin synthase,"15,16-dihydrobiliverdin",oxidized ferredoxin,NA,NA,NA,NA,biliverdin IXalpha,reduced ferredoxin,H+,NA,NA,NA,NA,NA
8646,1.3.1.24,biliverdin reductase,bilirubin,NADP+,NA,NA,NA,NA,biliverdin,NADPH,H+,NA,NA,NA,NA,NA
8647,1.3.1.24,biliverdin reductase,bilirubin,NAD+,NA,NA,NA,NA,biliverdin,NADH,H+,NA,NA,NA,NA,NA
8648,1.18.1.1,rubredoxin-NAD+ reductase,reduced rubredoxin,NADP+,NA,NA,NA,NA,oxidized rubredoxin,NADPH,H+,NA,NA,NA,NA,NA
8649,1.18.1.4,rubredoxin-NAD(P)+ reductase,reduced rubredoxin,NADP+,NA,NA,NA,NA,oxidized rubredoxin,NADPH,H+,NA,NA,NA,NA,NA
8650,1.18.1.1,rubredoxin-NAD+ reductase,reduced rubredoxin,NAD+,NA,NA,NA,NA,oxidized rubredoxin,NADH,H+,NA,NA,NA,NA,NA
8651,1.18.1.3,ferredoxin-NAD+ reductase,reduced rubredoxin,NAD+,NA,NA,NA,NA,oxidized rubredoxin,NADH,H+,NA,NA,NA,NA,NA
8652,1.18.1.4,rubredoxin-NAD(P)+ reductase,reduced rubredoxin,NAD+,NA,NA,NA,NA,oxidized rubredoxin,NADH,H+,NA,NA,NA,NA,NA
8653,1.18.1.2,ferredoxin-NADP+ reductase,reduced ferredoxin,NAD+,H+,NA,NA,NA,oxidized ferredoxin,NADH,NA,NA,NA,NA,NA,NA
8654,1.18.1.3,ferredoxin-NAD+ reductase,reduced ferredoxin,NAD+,H+,NA,NA,NA,oxidized ferredoxin,NADH,NA,NA,NA,NA,NA,NA
8655,1.18.1.6,adrenodoxin-NADP+ reductase,reduced ferredoxin,NAD+,H+,NA,NA,NA,oxidized ferredoxin,NADH,NA,NA,NA,NA,NA,NA
8656,1.17.1.1,CDP-4-dehydro-6-deoxyglucose reductase,"CDP-4-dehydro-3,6-dideoxy-D-glucose",NADP+,H2O,NA,NA,NA, CDP-4-dehydro-6-deoxy-D-glucose,NADPH,H+,NA,NA,NA,NA,NA
8657,1.17.1.1,CDP-4-dehydro-6-deoxyglucose reductase,"CDP-4-dehydro-3,6-dideoxy-D-glucose",NAD+,H2O,NA,NA,NA, CDP-4-dehydro-6-deoxy-D-glucose,NADH,H+,NA,NA,NA,NA,NA
8658,1.16.3.3,manganese oxidase,Fe(II),H+,O2,NA,NA,NA,Fe(III),H2O,NA,NA,NA,NA,NA,NA
8659,1.7.2.1,nitrite reductase (NO-forming),superoxide,H+,NA,NA,NA,NA,O2,H2O2,NA,NA,NA,NA,NA,NA
8660,1.14.15.4,steroid 11beta-monooxygenase,corticosterone,reduced adrenal ferredoxin,O2,NA,NA,NA,18-hydroxycorticosterone,oxidized adrenal ferredoxin,H2O,NA,NA,NA,NA,NA
8661,1.14.15.5,corticosterone 18-monooxygenase,corticosterone,reduced adrenal ferredoxin,O2,NA,NA,NA,18-hydroxycorticosterone,oxidized adrenal ferredoxin,H2O,NA,NA,NA,NA,NA
8662,1.14.14.155,"3,6-diketocamphane 1,2-monooxygenase","(+)-bornane-2,5-dione",FMNH2,O2,NA,NA,NA,"(+)-5-oxo-1,2-campholide",FMN,H2O,NA,NA,NA,NA,NA
8663,1.14.14.20,phenol 2-monooxygenase (FADH2),phenol,NADPH,H+,O2,NA,NA,catechol,NADP+,H2O,NA,NA,NA,NA,NA
8664,1.14.13.40,anthraniloyl-CoA monooxygenase,anthraniloyl-CoA,NADPH,H+,O2,NA,NA,2-amino-5-oxocyclohex-1-enecarboxyl-CoA,H2O,NADP+,NA,NA,NA,NA,NA
8665,1.14.13.40,anthraniloyl-CoA monooxygenase,anthraniloyl-CoA,NADH,H+,O2,NA,NA,2-amino-5-oxocyclohex-1-enecarboxyl-CoA,H2O,NAD+,NA,NA,NA,NA,NA
8666,1.14.13.38,anhydrotetracycline 6-monooxygenase,Anhydrotetracycline,Oxygen,NADPH,H+,NA,NA," 5a,11a-Dehydrotetracycline",NADP+,H2O,NA,NA,NA,NA,NA
8667,1.14.13.2,4-hydroxybenzoate 3-monooxygenase,4-hydroxybenzoate,NADH,H+,O2,NA,NA,"3,4-dihydroxybenzoate",NAD+,H2O,NA,NA,NA,NA,NA
8668,1.14.13.33,4-hydroxybenzoate 3-monooxygenase [NAD(P)H],4-hydroxybenzoate,NADH,H+,O2,NA,NA,"3,4-dihydroxybenzoate",NAD+,H2O,NA,NA,NA,NA,NA
8669,1.14.99.15,4-methoxybenzoate monooxygenase (O-demethylating),4-hydroxybenzoate,NADH,H+,O2,NA,NA,"3,4-dihydroxybenzoate",NAD+,H2O,NA,NA,NA,NA,NA
8670,1.14.13.27,4-aminobenzoate 1-monooxygenase,4-aminobenzoate,NADPH,H+,O2,NA,NA,4-hydroxyaniline,NADP+,H2O,CO2,NA,NA,NA,NA
8671,1.14.13.27,4-aminobenzoate 1-monooxygenase,4-aminobenzoate,NADH,H+,O2,NA,NA,4-hydroxyaniline,NAD+,H2O,CO2,NA,NA,NA,NA
8672,1.14.13.25,methane monooxygenase (soluble),methane,NADPH,H+,O2,NA,NA,methanol,NADP+,H2O,NA,NA,NA,NA,NA
8673,1.14.15.3,alkane 1-monooxygenase,methane,NADPH,H+,O2,NA,NA,methanol,NADP+,H2O,NA,NA,NA,NA,NA
8674,1.14.18.3,methane monooxygenase (particulate),methane,NADH,H+,O2,NA,NA,methanol,NAD+,H2O,NA,NA,NA,NA,NA
8675,1.14.13.230,butane monooxygenase (soluble),methane,NADH,H+,O2,NA,NA,methanol,NAD+,H2O,NA,NA,NA,NA,NA
8676,1.14.13.25,methane monooxygenase (soluble),methane,NADH,H+,O2,NA,NA,methanol,NAD+,H2O,NA,NA,NA,NA,NA
8677,1.14.13.2,4-hydroxybenzoate 3-monooxygenase,3-hydroxybenzoate,NADPH,H+,O2,NA,NA,"3,4-dihydroxybenzoate",NADP+,H2O,NA,NA,NA,NA,NA
8678,1.14.13.16,cyclopentanone monooxygenase,cyclohexanone,NADPH,H+,O2,NA,NA,hexano-6-lactone,NADP+,H2O,NA,NA,NA,NA,NA
8679,1.14.13.92,phenylacetone monooxygenase,cyclohexanone,NADPH,H+,O2,NA,NA,hexano-6-lactone,NADP+,H2O,NA,NA,NA,NA,NA
8680,1.14.13.22,cyclohexanone monooxygenase,cyclopentanone,NADPH,H+,O2,NA,NA,5-valerolactone,NADP+,H2O,NA,NA,NA,NA,NA
8681,1.14.14.91,trans-cinnamate 4-monooxygenase,trans-cinnamate,NADPH,H+,O2,NA,NA,2-hydroxycinnamate,NADP+,H2O,NA,NA,NA,NA,NA
8682,1.14.12.11,toluene dioxygenase,benzene,NADH,H+,O2,NA,NA,"cis-cyclohexa-3,5-diene-1,2-diol",NAD+,NA,NA,NA,NA,NA,NA
8683,1.14.12.13,"2-halobenzoate 1,2-dioxygenase",2-chlorobenzoate,NADH,H+,O2,NA,NA,catechol,chloride,NAD+,CO2,NA,NA,NA,NA
8684,1.14.12.22,"carbazole 1,9a-dioxygenase",naphthalene,NADH,H+,O2,NA,NA,"(1R,2S)-1,2-dihydronaphthalene-1,2-diol",NAD+,NA,NA,NA,NA,NA,NA
8685,1.14.12.23,nitroarene dioxygenase,naphthalene,NADH,H+,O2,NA,NA,"(1R,2S)-1,2-dihydronaphthalene-1,2-diol",NAD+,NA,NA,NA,NA,NA,NA
8686,1.14.12.24,"2,4-dinitrotoluene dioxygenase",naphthalene,NADH,H+,O2,NA,NA,"(1R,2S)-1,2-dihydronaphthalene-1,2-diol",NAD+,NA,NA,NA,NA,NA,NA
8687,1.14.12.1,"anthranilate 1,2-dioxygenase (deaminating, decarboxylating)",anthranilate,NADPH,H+,O2,NA,NA,catechol,CO2,NADP+,NH3,NA,NA,NA,NA
8688,1.14.12.1,"anthranilate 1,2-dioxygenase (deaminating, decarboxylating)",anthranilate,NADH,H+,O2,NA,NA,catechol,CO2,NAD+,NH3,NA,NA,NA,NA
8689,1.14.11.11,hyoscyamine (6S)-dioxygenase,(6S)-6beta-hydroxyhyoscyamine,2-oxoglutarate,O2,NA,NA,NA,scopolamine,succinate,CO2,H2O,NA,NA,NA,NA
8690,1.13.11.25,"3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase","biphenyl-2,3-diol",O2,NA,NA,NA,NA,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate",NA,NA,NA,NA,NA,NA,NA
8691,1.13.11.1,"catechol 1,2-dioxygenase",hydroxyquinol,O2,NA,NA,NA,NA,maleylacetate,NA,NA,NA,NA,NA,NA,NA
8692,1.13.11.1,"catechol 1,2-dioxygenase","1,2,3-trihydroxybenzene",O2,NA,NA,NA,NA,"(2Z,4E)-2-hydroxyhexa-2,4-dienedioate",NA,NA,NA,NA,NA,NA,NA
8693,1.14.99.52,L-cysteinyl-L-histidinylsulfoxide synthase,L-cysteine,O2,NA,NA,NA,NA,3-sulfinoalanine,NA,NA,NA,NA,NA,NA,NA
8694,1.13.11.1,"catechol 1,2-dioxygenase",catechol,O2,NA,NA,NA,NA,2-hydroxymuconate-6-semialdehyde,NA,NA,NA,NA,NA,NA,NA
8695,1.13.11.16,"3-carboxyethylcatechol 2,3-dioxygenase",catechol,O2,NA,NA,NA,NA,2-hydroxymuconate-6-semialdehyde,NA,NA,NA,NA,NA,NA,NA
8696,1.13.11.36,chloridazon-catechol dioxygenase,catechol,O2,NA,NA,NA,NA,2-hydroxymuconate-6-semialdehyde,NA,NA,NA,NA,NA,NA,NA
8697,1.13.11.37,"hydroxyquinol 1,2-dioxygenase",catechol,O2,NA,NA,NA,NA,2-hydroxymuconate-6-semialdehyde,NA,NA,NA,NA,NA,NA,NA
8698,1.13.11.39,"biphenyl-2,3-diol 1,2-dioxygenase",catechol,O2,NA,NA,NA,NA,2-hydroxymuconate-6-semialdehyde,NA,NA,NA,NA,NA,NA,NA
8699,1.12.1.3,hydrogen dehydrogenase (NADP+),H2,oxidized ferredoxin,NA,NA,NA,NA,reduced ferredoxin,H+,NA,NA,NA,NA,NA,NA
8700,1.12.7.2,ferredoxin hydrogenase,H2,oxidized ferredoxin,NA,NA,NA,NA,reduced ferredoxin,H+,NA,NA,NA,NA,NA,NA
8701,1.12.99.6,hydrogenase (acceptor),H2,oxidized ferredoxin,NA,NA,NA,NA,reduced ferredoxin,H+,NA,NA,NA,NA,NA,NA
8702,1.12.1.2,hydrogen dehydrogenase,H2,NADP+,NA,NA,NA,NA,H+,NADPH,NA,NA,NA,NA,NA,NA
8703,1.12.1.5,hydrogen dehydrogenase [NAD(P)+],H2,NADP+,NA,NA,NA,NA,H+,NADPH,NA,NA,NA,NA,NA,NA
8704,1.12.1.5,hydrogen dehydrogenase [NAD(P)+],H2,NAD+,NA,NA,NA,NA,H+,NADH,NA,NA,NA,NA,NA,NA
8705,1.12.7.2,ferredoxin hydrogenase,H2,NAD+,NA,NA,NA,NA,H+,NADH,NA,NA,NA,NA,NA,NA
8706,1.12.99.6,hydrogenase (acceptor),H2,NAD+,NA,NA,NA,NA,H+,NADH,NA,NA,NA,NA,NA,NA
8707,1.11.1.1,NADH peroxidase,NADPH,H+,H2O2,NA,NA,NA,NADP+,H2O,NA,NA,NA,NA,NA,NA
8708,1.11.1.11,L-ascorbate peroxidase,NADPH,H+,H2O2,NA,NA,NA,NADP+,H2O,NA,NA,NA,NA,NA,NA
8709,1.11.1.24,thioredoxin-dependent peroxiredoxin,NADPH,H+,H2O2,NA,NA,NA,NADP+,H2O,NA,NA,NA,NA,NA,NA
8710,1.11.1.27,glutathione-dependent peroxiredoxin,NADPH,H+,H2O2,NA,NA,NA,NADP+,H2O,NA,NA,NA,NA,NA,NA
8711,1.11.1.5,cytochrome-c peroxidase,NADPH,H+,H2O2,NA,NA,NA,NADP+,H2O,NA,NA,NA,NA,NA,NA
8712,1.11.1.6,catalase,NADPH,H+,H2O2,NA,NA,NA,NADP+,H2O,NA,NA,NA,NA,NA,NA
8713,1.11.1.7,peroxidase,NADPH,H+,H2O2,NA,NA,NA,NADP+,H2O,NA,NA,NA,NA,NA,NA
8714,1.11.1.16,versatile peroxidase,Mn(II),H+,H2O2,NA,NA,NA,Mn(III),H2O,NA,NA,NA,NA,NA,NA
8715,1.11.1.21,catalase-peroxidase,L-ascorbate,H2O2,H+,NA,NA,NA,monodehydroascorbate,H2O,NA,NA,NA,NA,NA,NA
8716,1.19.6.1,nitrogenase (flavodoxin),reduced flavodoxin,H+,N2,16 ATP,16 H2O,NA,oxidized flavodoxin,NH4+,H2,16 ADP,16 phosphate,NA,NA,NA
